cluster,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,track_count
0,0.6553167426502463,0.5172908374384236,0.35518257622331695,0.11386865367159278,0.20431865353037768,-13.014609195402299,0.13560390804597702,111.4534945812808,0.3986846272577997,3045
1,0.19542956189848384,0.6193329927488463,0.7247892221489782,0.05742453064601186,0.2205819545154911,-7.208925016479895,0.08264998352010547,124.6161259063942,0.6315075972313777,6068
