artists,name,year,alternative_method,alternative_cluster
Nekfeu,Chanson d'amour,2019,dbscan,0
Mayo 214,Alejandro,2019,dbscan,0
Bruce Brus,White Noise Crashing Waves,2019,dbscan,0
IU,Love poem,2019,dbscan,0
"Gera MX, Santa Fe Klan",El Catrín,2019,dbscan,0
"Becky G, Myke Towers",DOLLAR,2019,dbscan,0
"Luke Combs, Eric Church",Does To Me (feat. Eric Church),2019,dbscan,0
El Chaval de la Bachata,Me Sacaste Del Llavero,2019,dbscan,0
"Bandalos Chinos, Adan Jodorowsky",Departamento,2019,dbscan,0
Samthing Soweto,Nodoli,2019,dbscan,0
IBE,Table Of Fools,2019,dbscan,0
loner pop,"Making Sense of Things, 2019",2019,dbscan,0
Sujeto Oro 24,Solamente Ella,2019,dbscan,0
Fulminacci,Al Giusto Momento,2019,dbscan,0
Harry Styles,Watermelon Sugar,2019,dbscan,0
Dv,5713,2019,dbscan,0
"2Scratch, Young Jae",Reminder,2019,dbscan,0
Yelsid,Volverás a Mí,2019,dbscan,0
Keiichi Sokabe,抱きしめられたい,2019,dbscan,0
Westlife,Hello My Love,2019,dbscan,0
Sestrumer,Aria D'inverno - Demo Version 2006,2019,dbscan,0
De Vet Du,Höjer Våra Glas,2019,dbscan,0
Trippie Redd,Leray,2019,dbscan,0
Demi Lee Moore,Neon Moon,2019,dbscan,0
Swanthe,Take It Eassssy,2019,dbscan,0
"Kehlani, Ty Dolla $ign",Nights Like This (feat. Ty Dolla $ign),2019,dbscan,0
John Lundvik,Too Late For Love,2019,dbscan,0
Tove Lo,Habits (Stay High),2019,dbscan,0
"Khontkar, Ben Fero",JENGA,2019,dbscan,0
Yasin,Not For Sale,2019,dbscan,0
SNIK,Kilo,2019,dbscan,0
"Nanpa Básico, Charles Ans",Canela,2019,dbscan,0
ONE OK ROCK,Head High,2019,dbscan,0
Max Korzh,2 типа людей,2019,dbscan,0
Jordan Clarke,Freaks,2019,dbscan,0
"Nimo, Hava",KEIN SCHLAF,2019,dbscan,0
Sfera Ebbasta,Mademoiselle,2019,dbscan,0
"Şanışer, Fuat, Ados, Hayki, Server Uraz, Beta Berk Bayındır, Tahribad-ı İsyan, Sokrat St, Ozbi, Deniz Tekin, Sehabe, Yeis Sensura, Defkhan, Aga B, Mirac, Mert Şenel, Kamufle, Aspova",Susamam,2019,dbscan,0
"Tereza Kerndlová, Kali",Ve frontě na sny (feat. Kali),2019,dbscan,0
Supernova,The Comet - Original Mix,2019,dbscan,0
Codrin,Două beri și-o bere,2019,dbscan,0
"Ranji, WHITENO1SE, Nina Nesbitt",The Moments I'm Missing (feat. Nina Nesbitt),2019,dbscan,0
Bisiugroup,我要你愛,2019,dbscan,0
"JUNG, Clara Mae",Let Him Go,2019,dbscan,0
Keen Levy,Borracho & Loco,2019,dbscan,0
"Jamule, Cro",1000 Hits,2019,dbscan,0
"Ivi Adamou, Konnie Metaxa",Pao,2019,dbscan,0
Workout Music ,Good as Hell (Remix),2019,dbscan,0
"Ian, Azteca, Bengales",Colectez,2019,dbscan,-1
Bad Company,Rock Steady - 2015 Remaster,2019,dbscan,0
Gleb,Interview,2019,dbscan,0
Edo Saiya,Rote Gauloises,2019,dbscan,0
Şekersiz,En Güzel Yaşımdı - Akustik,2019,dbscan,0
Taylor Swift,The Archer,2019,dbscan,0
GSoul,Hate Everything,2019,dbscan,0
Artik & Asti,Под гипнозом,2019,dbscan,0
"Kim Woo Sung, DPOLE, Mellow Kitchen, Kim Hyung Woo",ILYSB,2019,dbscan,0
Dear Jane,無可避免,2019,dbscan,0
Mayday,純真 #MaydayBlue20th,2019,dbscan,0
MaRLo,Space Journey (Mixed),2019,dbscan,-1
Random,Rossetto,2019,dbscan,0
"PETZ, Jin Dogg",Blue,2019,dbscan,0
Os Barões Da Pisadinha,Eu Acho Que Não,2019,dbscan,0
ASMR Baby Sleep Sounds,Vacuum Cleaner Sound (Soft),2019,dbscan,-1
BuckHolmes,"Dirty Hands, Pt. 2",2019,dbscan,0
Manuel,Messziről jöttem,2019,dbscan,0
Germany Germany,New Year,2019,dbscan,0
"Sneha Mahadik, Pravin Koli",Majha Pillu,2019,dbscan,0
Gregor Tresher,A Thousand Nights,2019,dbscan,0
Andy Blueman,Sea Tides - Cinematic Remake,2019,dbscan,0
Sopik,Dark Water - Rework 2019,2019,dbscan,0
Bad Company,Nuthin' on the TV - 2019 Remaster,2019,dbscan,0
Hillsong UNITED,Another In The Fire - Live,2019,dbscan,0
pyrokinesis,Легенда о Боге Смерти,2019,dbscan,0
"SALU, JP THE WAVY, EXILE SHOKICHI","GOOD VIBES ONLY feat. JP THE WAVY, EXILE SHOKICHI",2019,dbscan,0
"Furytto, Sftp, OG Version","Jauni Banditai - feat. Sftp, OG Version",2019,dbscan,0
Yalın,Deva Bize Sevişler,2019,dbscan,0
Wellhello,Barátom,2019,dbscan,0
Roméo Elvis,Soleil,2019,dbscan,0
Einár,Första Klass,2019,dbscan,0
Max DLG,Pars de là,2019,dbscan,-1
"The Bloody Beetroots, Steve Aoki",Warp 1.9,2019,dbscan,0
Juice WRLD,Maze,2019,dbscan,0
"Bizarrap, Mesita","Mesita: Bzrp Music Sessions, Vol.12",2019,dbscan,0
"SHAED, Jauz",Trampoline - Jauz Remix,2019,dbscan,0
Josh A,Fearless,2019,dbscan,0
Christmas 2019,It's the Most Wonderful Time of the Year,2019,dbscan,0
"Lizzo, Ariana Grande",Good as Hell (feat. Ariana Grande),2019,dbscan,0
Prusax,A+,2019,dbscan,0
El Chaval de la Bachata,Estoy Perdido,2019,dbscan,0
дора,Младшая сестра,2019,dbscan,0
"David Lebón, Ricardo Mollo",Mundo Agradable (feat. Ricardo Mollo),2019,dbscan,0
No Money Enterprise,German,2019,dbscan,0
Tsaki,Meres Arrostes,2019,dbscan,0
"Heijan, Muti",Yokuş,2019,dbscan,0
"Zonderling, Josh Cumbee, Damon Sharpe",Lifetime - Acoustic Version,2019,dbscan,0
Jüsan,Wishes,2019,dbscan,-1
Maren Morris,The Bones,2019,dbscan,0
Used,Mistakes,2019,dbscan,0
Rich Brian,100 Degrees,2019,dbscan,0
Alice Noir,Alterego,2019,dbscan,-1
Hannah Mae,Back To You,2019,dbscan,0
Nerieš,Jak Sa Máš,2019,dbscan,0
"Stormzy, Burna Boy, Ed Sheeran",Own It (feat. Ed Sheeran & Burna Boy),2019,dbscan,0
XXXTENTACION,Ex Bitch,2019,dbscan,0
KURT,La Mujer Perfecta,2019,dbscan,0
"Brytiago, Anuel AA",Controla,2019,dbscan,0
Bryce Vine,La La Land,2019,dbscan,0
"Aitana, Cali Y El Dandee",+,2019,dbscan,0
KEiiNO,Spirit in the Sky,2019,dbscan,0
"Myka 9, Factor Chandelier",Inner Knowing,2019,dbscan,0
Nks,Vegyetek jót ha tudtok,2019,dbscan,0
PRO8L3M,Jak Disney,2019,dbscan,0
Becky G,MALA SANTA,2019,dbscan,0
"Hardage, Gil Scott-Heron, Luyo",Hysterical Years - Luyo Remix,2019,dbscan,0
Péricles,"Melhor Eu Ir, ao Vivo na Fonte Nova",2019,dbscan,0
"Alfa, Yanomi",Cin Cin,2019,dbscan,0
Lukas Graham,HERE (For Christmas),2019,dbscan,0
Ami Faku,Ubuhle Bakho,2019,dbscan,0
Maija Vilkkumaa,Hei sisko,2019,dbscan,0
Joe Buck,The Way You Take Time,2019,dbscan,0
"Sansar Salvo, Kaan Boşnak",Koptu Kayış,2019,dbscan,0
Sum Wave,Malin's Song,2019,dbscan,0
"Ricky Hsiao, A-Lin",迷路在雲端,2019,dbscan,0
"Papi Hans, Tita",Ti Gonish,2019,dbscan,0
Arijit Singh,"Main Dhoondne Ko Zamaane Mein (From ""Heartless"")",2019,dbscan,0
Willie Peyote,La Tua Futura Ex Moglie,2019,dbscan,0
costee,Luurangot,2019,dbscan,0
"MACHETE, Salmo, Nitro, Marracash",MARYLEAN (feat. Marracash) - prod. Low Kidd,2019,dbscan,0
Eden Ben Zaken,חצי מדינה,2019,dbscan,0
Hydrocele,X Years in Gore with Noise - Live 2019,2019,dbscan,-1
Plaskefar,Sovs,2019,dbscan,0
Itay Levi,Nyc ניו יורק סיטי,2019,dbscan,0
Khalid,Free Spirit,2019,dbscan,0
Demi Lovato,Confident,2019,dbscan,0
Workout Music ,Lights Up (Remix),2019,dbscan,0
"Tatak Pinoy All-Stars, Jose Mari Chan, Ben&Ben, December Avenue, I Belong to the Zoo, Julie Anne San Jose, Moira Dela Torre","A Perfect Christmas - Recorded at OnQ Studios, Manila",2019,dbscan,0
"Kmy Kmo, Luca Sickta, Dato' M. Nasir",ZUHUD,2019,dbscan,0
"Dimitri Vegas & Like Mike, Like Mike, W&W",Arcade,2019,dbscan,0
"Joel Hirsch, Jennifer Rene",Pieces (FYHYM2020),2020,dbscan,0
"Duki, Obie Wanshot",H.I.E.L.O.,2020,dbscan,0
Cole Odin,Numbers Game,2020,dbscan,0
Larry 44,Airbnb,2020,dbscan,0
Felix Irwan,Jika Cinta Dia,2020,dbscan,0
Morad,Yo No Voy,2020,dbscan,0
Kala Bhairava,Tharagathi Gadhi,2020,dbscan,0
Kabe,Nike Air Max,2020,dbscan,0
"Loud Luxury, Frank Walker, Stephen Puth",Like Gold (feat. Stephen Puth),2020,dbscan,0
"Emis Killa, Jake La Furia, Lazza",No Insta - feat. Lazza,2020,dbscan,0
The Cog is Dead,Aimee (Remastered 2020),2020,dbscan,0
Merci Relax,Inner Peace,2020,dbscan,0
"Joe Cocker, Jennifer Warnes","Up Where We Belong - From ""An Officer And A Gentleman""",2020,dbscan,0
Ece Ronay,Şiki Şiki,2020,dbscan,0
Sjava,Imigomo Nemibandela,2020,dbscan,0
Sassydee,What Doesn't Kill You (Stronger),2020,dbscan,0
"Tomcraft, Moguai, ILIRA",Happiness,2020,dbscan,0
Emil Note,My Way,2020,dbscan,0
"Josylvio, Sevn Alias, Sam J'taime",Marijuana,2020,dbscan,0
Rvfv,Yo No Sé,2020,dbscan,0
"Klangkarussell, GIVVEN",Ghostkeeper,2020,dbscan,0
"Mayo 214, La Cantera",Mar de Males,2020,dbscan,-1
Herrat,Ysäri,2020,dbscan,0
Günay Aksoy,Her Yer Karanlık,2020,dbscan,0
"Mc Davi, MC Hariel, MC Ryan SP, Mc Don Juan, DJ Pedro",Set do Dj Pedro 3.0,2020,dbscan,0
Tough Rhymes,"Lose Yourself - From ""8 Mile""",2020,dbscan,0
"Moneybagg Yo, City Girls, DaBaby",Said Sum (feat. City Girls & DaBaby) - Remix,2020,dbscan,0
Anson Seabra,That's Us,2020,dbscan,0
Chinese New Year Collective,Jiang He Shui,2020,dbscan,-1
"Sam Smith, Burna Boy",My Oasis (feat. Burna Boy),2020,dbscan,0
Beissoul & Einius,Drama Boy (B&E Redo) - Radio Edit,2020,dbscan,0
OneRepublic,Better Days,2020,dbscan,0
"RESISTIRÉ MÉXICO, Aida Cuevas, Belinda, Edith Márquez, Gloria Trevi, Ha*Ash, Kaia Lana, Lila Downs, María José, María León, Paty Cantú, Sandra Echeverria, Ximena Sariñana, Arath Herce, Axel Muñiz, Benny, Camila, Caztro, Chucho Rivas, Cristian Castro, DLD, Horacio Palencia, Kinky, Leonel García, Lupe Esparza, MC Davo, Mijares, Mœnia, Río Roma, Rodrigo Dávila, Yahir",Resistiré,2020,dbscan,0
HVME,Goosebumps,2020,dbscan,0
Jams Bond,Staff Meeting,2020,dbscan,0
KayBlack,A Cunhada,2020,dbscan,0
"Jamie, Jay Park",Apollo 11 (feat. Jay Park),2020,dbscan,0
Matt Monro,All Of A Sudden - Remastered 2010,2020,dbscan,0
Troye Sivan,Easy,2020,dbscan,0
"Tropa do Bruxo, Djonga, MC Rick, Sidoka",Oclin e Evoque,2020,dbscan,0
The Creeps,Falling Apart,2020,dbscan,0
OG Version,Opa Ikrito,2020,dbscan,0
Gabriel Louis,New Years Eve 2013 - Original Mix,2020,dbscan,-1
"Edy Lemond, DJ Lucas Beat",Tuts Tuts Quero Ver Pensando Em Você,2020,dbscan,0
Francisca Valenzuela,Ya No Se Trata De Ti,2020,dbscan,0
Bølgen,Er ikke verre,2020,dbscan,0
"Autarchii, Big Youth",2000 Years,2020,dbscan,0
Antti Tuisku,Jesse on mun frendi,2020,dbscan,0
Greg Sletteland,One More Time Hands up Hollywood (Electronic Dance Party Remix),2020,dbscan,0
Booba,Azerty,2020,dbscan,0
Bullet Train,超えてアバンチュール (S.B.N Live ver.),2020,dbscan,0
"Vald, Echelon",Gotaga,2020,dbscan,0
Michael Kaelios,Impact - Mixed,2020,dbscan,-1
"Jesse & Joy, J Balvin",Mañana Es Too Late,2020,dbscan,0
Komusō,27 years old,2020,dbscan,-1
Jack Curley,Down,2020,dbscan,0
Blossoms,Your Girlfriend,2020,dbscan,0
Gson,Farda,2020,dbscan,0
Marília Mendonça,Graveto - Ao Vivo,2020,dbscan,0
"Astro'n'out, Sudden Lights",Haosā,2020,dbscan,0
Reach,Off The Edge,2020,dbscan,0
Viktor Sheen,Bál,2020,dbscan,0
マルシィ,絵空,2020,dbscan,0
Nane,Bæ,2020,dbscan,0
"Weird Genius, Sara Fajira",LATHI (with Sara Fajira),2020,dbscan,0
Den BB,Et Guttehjem,2020,dbscan,0
Cole Swindell,Single Saturday Night,2020,dbscan,0
La 40,Desde Abajo,2020,dbscan,0
Cosmic Gate,Your Mind (Mixed),2020,dbscan,0
"El Sawareekh, Zoka, Shehta Karika",Mahrgan Ekhwaty,2020,dbscan,0
"New Level Empire, Majka",Újra úton,2020,dbscan,0
"Gareth Emery, Ashley Wallbridge, PollyAnna",Lionheart (FYHYM2019),2020,dbscan,0
Lenier,Como Te Pago,2020,dbscan,0
"Naim Daniel, Man Keedal",Sembah,2020,dbscan,0
SEKAI NO OWARI,周波数,2020,dbscan,0
THE RAMPAGE from EXILE TRIBE,MY PRAYER,2020,dbscan,0
Chinese New Year Collective,Lunar New Year Music,2020,dbscan,-1
Chillout Sound Festival,Smile Every Day,2020,dbscan,0
Graham BLVD,Have I Told You Lately,2020,dbscan,0
Miksa,Drum Madness,2020,dbscan,-1
Joni Mitchell,"Intro To What's The Story Mr. Blue - Live at The 2nd Fret, Philadelphia, PA, 11/1966",2020,dbscan,0
"El Alfa, Chael Produciendo",Singapur,2020,dbscan,0
El Último De La Fila,Como un burro amarrado en la puerta del baile - 2008 Remastered Version,2020,dbscan,0
Sean Tyas,Drop - Original Mix,2020,dbscan,0
Qlas & Blacka,Shooter,2020,dbscan,0
Quentin40,Dare Gas (Veloce),2020,dbscan,0
Jean Seizure,I Know,2020,dbscan,0
SNIK,Oh No,2020,dbscan,0
"Smiley, Delia",Ne Vedem Noi,2020,dbscan,0
Eve,廻廻奇譚,2020,dbscan,0
"Bad Bunny, Ñengo Flow",Que Malo,2020,dbscan,0
Support Lesbiens,White Lines,2020,dbscan,0
Artigeardit,Kom Af Sig Selv,2020,dbscan,-1
Hailee Steinfeld,Wrong Direction,2020,dbscan,0
KALEO,Backbone,2020,dbscan,0
Christopher McGinnis,New Years Eve 2020,2020,dbscan,0
DJ Roman,Prrum (Dale Suave),2020,dbscan,-1
Junior H,Mente Positiva,2020,dbscan,0
Zé Vaqueiro,Foi Amor,2020,dbscan,0
Lowtails,Get Home,2020,dbscan,-1
"Rells Smith, Rugga Rells",2018 Year End Diss,2020,dbscan,-1
Stephanie Poetri,Selfish,2020,dbscan,0
"Bilal Sonses, Derya Bedavacı",Sende Kaldı Yüreğim,2020,dbscan,0
Andrew Rayel,Light Side Of The Harmony (FYH 200 Anthem) [FYHYM2020],2020,dbscan,0
MEYOU,พูดจริง,2020,dbscan,0
jxdn,Angels & Demons,2020,dbscan,0
Michael Schulte,For A Second,2020,dbscan,0
Casual Breakdown,Welcome To Our Show,2020,dbscan,0
"Aurosonic, Ricardo Ferraro, Korah",Hold Me Now (Mixed),2020,dbscan,0
"Monsieur Periné, Pedro Capó",Mundo Paralelo,2020,dbscan,0
"Lazza, Rondodasosa",SLIME (feat. Rondodasosa),2020,dbscan,0
"Enno Cheng, ABAO, Chunho",或許就變成書裡的風景,2020,dbscan,0
EVERGLOW,LA DI DA,2020,dbscan,0
Adrenal,Spiral Down,2020,dbscan,-1
"CHASE B, OMB Bloodbath, KenTheMan",For Me,2020,dbscan,0
"Luxury Lounge Cafe Allstars, Wake Up Music Paradise, Jazz Sax Lounge Collection",Midnight Kiss,2020,dbscan,0
BLANCO,Ladro Di Fiori,2020,dbscan,0
GRIP TIGHT,In Luck - Radio Edit,2020,dbscan,0
Mr.Children,turn over?,2020,dbscan,0
Mr KshKsh,Pan Relax,2020,dbscan,-1
Eva Weel Skram,Tom snart ti,2020,dbscan,0
Mikey Dam,Time,2020,dbscan,0
Lil Baby,Sum 2 Prove,2020,dbscan,0
Gleb,Zešlach Crunk,2020,dbscan,0
"James Kitcher, Adam Taylor, Susie Ledge",Come in from the Cold - Mixed,2020,dbscan,0
Dua Lipa,Levitating,2020,dbscan,0
Dj Anderson2508,Tu Eres La Unica,2020,dbscan,0
Mariska,Mariskalaatio - Vain elämää kausi 11,2020,dbscan,0
Dharamveer Kumar,Happy New Year 2018,2020,dbscan,-1
Ak4:20,Rata Tan Tan,2020,dbscan,0
John Voss,'Til the End of the Days - 2011,2020,dbscan,0
Kla Project,"Belahan Jiwa - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",2020,dbscan,0
"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",2020,dbscan,0
Filatov & Karas,Чилить,2020,dbscan,0
Lau,She Put on Her Headphones - Radio Edit,2020,dbscan,-1
TIDALWAVE,Always,2020,dbscan,0
"Theo Rose, Bogdan DLP",Fara Tine,2020,dbscan,0
"RDJR, RODRIX",Did Not Make Stems (Outro 2020) [Bonus Track],2020,dbscan,0
"LEGADO 7, Junior H",Ojos De Maniaco,2020,dbscan,0
"Bebo Best, Coimbra, The Super Lounge Orchestra",Whole Lotta Love,2020,dbscan,0
Margaret Island,Boldogságtól,2020,dbscan,0
The Kelly Family,She's Crazy - Live 2019,2020,dbscan,-1
Jung Seung Hwan,Day & Night,2020,dbscan,0
"PRO8L3M, Andrzej Zaucha",Backstage,2020,dbscan,0
fractional step,New Year,2020,dbscan,0
"MUKKA, Три дня дождя",Не Киряй,2020,dbscan,0
"Architrackz, Bryan Mg",Ocean,2020,dbscan,0
Viikate,Varjorastaat,2020,dbscan,0
Maria Healy,Clouds - Mixed,2020,dbscan,0
Masonic,Everytime This Happens,2020,dbscan,0
Marlon D,Brand New Day,2020,dbscan,0
"Gunna, Young Thug",DOLLAZ ON MY HEAD (feat. Young Thug),2020,dbscan,0
MC Magister,Carreful with that year,2020,dbscan,0
"Indiomar, Alex Zurdo, Almighty, Funky",Jesús (Remix),2020,dbscan,0
"Gorgon City, DRAMA",Nobody,2020,dbscan,0
Yade Lauren,Met Jou,2020,dbscan,0
Fleshcassette,First of the Year 2015,2020,dbscan,-1
告五人,愚人遊戲 (三立/台視戲劇《戀愛是科學》片尾曲),2020,dbscan,0
"Ana Gabriela, Melim","Não Te Largo, Não Te Troco",2020,dbscan,0
PRIME,Canon long,2020,dbscan,0
"Magnus, Dominant Space",Mirage - Extended Mix,2020,dbscan,0
Dalex,+Linda,2020,dbscan,0
Rui Orlando,Te Amo Tanto,2020,dbscan,0
Rakhim,Milly Rock,2020,dbscan,0
OBOY,Mélodie,2020,dbscan,0
KAMIL,Nasty,2020,dbscan,0
Danna Paola,Mala Fama,2020,dbscan,0
Eve Ai,我這個人 - 《我沒有談的那場戀愛》電影宣傳主題曲,2020,dbscan,0
(G)I-DLE,Oh my god,2020,dbscan,0
Yasmeen,Rouh W Nsani,2020,dbscan,0
"Calin, Yzomandias",Bounce (feat. Yzomandias),2020,dbscan,0
kizaru,Что за бизнес сука?,2020,dbscan,0
"Pekeño 77, Cazzu, Neo Pistea, C.R.O, Bhavi, Homer El Mero Mero, Ruben Rada",Rangos II,2020,dbscan,0
"167 Gang, Baby Gang",Baby Gang,2020,dbscan,0
Fer Palacio,Highx,2020,dbscan,0
"Loko Loko, Pil C",Pohľad spoza deviny,2020,dbscan,0
"G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper",PTSD,2020,dbscan,0
XL,123,2020,dbscan,0
"Thelonious B., Knfuzed",VVS & Molly,2020,dbscan,0
Zuna,1 Stunde,2020,dbscan,0
G Tom Mac Aka Gerard McMahon,One World for Us,2020,dbscan,0
Горный,Ой мама,2020,dbscan,0
MØ,New Year's Eve,2020,dbscan,0
Mahmood,Rapide,2020,dbscan,0
Elysian,Water,2020,dbscan,0
"Konex, Kamil Hoffmann",ZAMAT,2020,dbscan,0
ATL,Забил,2020,dbscan,0
"¥ellow Bucks, MIYACHI, Shurkn Pap",Balls Out,2020,dbscan,0
"Viktor Sheen, Jickson",Wild Hunt,2020,dbscan,0
Sono,Cupid,2020,dbscan,0
KingSiah,Black Ops (Oct 2019),2020,dbscan,0
KiROT,Ohei,2020,dbscan,0
Graham BLVD,Aicha,2020,dbscan,0
"The Kid LAROI, Marshmello",FEEL SOMETHING (feat. Marshmello),2020,dbscan,0
Azhar Kubba,Musical Tales,2020,dbscan,0
"Monrroe, Zara Kershaw",Out of Time,2020,dbscan,0
"Bru-C, Example, Jamie Duggan",Energy,2020,dbscan,0
Engel Crow,Exhibicionista,2020,dbscan,0
"Tom Zanetti, Dappy, Haze Da Martian",One Night (feat. Dappy & Haze Da Martian),2020,dbscan,0
"Display, Negros Tou Moria, Musah",Eisai Mia (Porni),2020,dbscan,0
"Marcianeke, yammir, Young Brooklyn, Victor la Voz, NicoClear",Chambee - Remix,2020,dbscan,0
Guitarricadelafuente,Ya mi mama me decía,2020,dbscan,0
Medina,Større End Os,2020,dbscan,0
Omer Adam,צליל מיתר,2020,dbscan,0
Mr.Rain,Fiori di Chernobyl,2020,dbscan,0
Guilherme & Benuto,Pulei na Piscina - Ao Vivo,2020,dbscan,0
Vilma Alina,Nuoret rakastavaiset,2020,dbscan,0
MANR,อาจดูร้ายเกินไปในบางที,2020,dbscan,0
GSPD,ЭЛЕКТРОКЛУБ,2020,dbscan,0
Leaving Laurel,sometimes it’s scary…but it’s still you and me - Mixed,2020,dbscan,0
Dan + Shay,I Should Probably Go To Bed,2020,dbscan,0
Hammock,Cruel Sparks - 2020,2020,dbscan,-1
Sono,Living a Memory,2020,dbscan,0
Bonez MC,Big Body Benz,2020,dbscan,0
"Kygo, Kim Petras",Broken Glass,2020,dbscan,0
"Somna, HALIENE",Secret (FYHYM2019) - Kinetic Mix,2020,dbscan,0
"Sound De Barrio, La Kuppe",Si la Ves / Perdoname / Igual Que Ayer / Voy a Olvidarte,2020,dbscan,0
Olivia Rodrigo,favorite crime,2021,dbscan,0
"Jordana, TV Girl",Better in the Dark,2021,dbscan,0
Justin Bieber,Ghost,2021,dbscan,0
Jhené Aiko,stranger,2021,dbscan,0
YoungBoy Never Broke Again,Nevada,2021,dbscan,0
Doja Cat,Woman,2021,dbscan,0
Olivia Rodrigo,good 4 u,2021,dbscan,0
Måneskin,I WANNA BE YOUR SLAVE,2021,dbscan,0
"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,2021,dbscan,0
Olivia Rodrigo,traitor,2021,dbscan,0
"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),2021,dbscan,0
"Don Toliver, Travis Scott",You (feat. Travis Scott),2021,dbscan,0
Cafuné,Tek It,2021,dbscan,0
"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),2021,dbscan,0
Treaty Oak Revival,Ode To Bourbon,2021,dbscan,0
Tate McRae,you broke me first,2021,dbscan,0
Olivia Rodrigo,drivers license,2021,dbscan,0
Olivia Rodrigo,"jealousy, jealousy",2021,dbscan,0
"Justin Bieber, Daniel Caesar, GIVĒON",Peaches (feat. Daniel Caesar & Giveon),2021,dbscan,0
Treaty Oak Revival,Missed Call,2021,dbscan,0
"Migos, YoungBoy Never Broke Again",Need It (feat. YoungBoy Never Broke Again),2021,dbscan,0
Olivia Rodrigo,deja vu,2021,dbscan,0
Matt Martians,An Eater,2021,dbscan,0
Cody Johnson,'Til You Can't,2021,dbscan,0
Doja Cat,Ain't Shit,2021,dbscan,0
"Drake, Lil Baby",Wants and Needs (feat. Lil Baby),2021,dbscan,0
Tory Lanez,The Color Violet,2021,dbscan,0
Ed Sheeran,Shivers,2021,dbscan,0
Drake,Pipe Down,2021,dbscan,0
Surf Curse,Freaks,2021,dbscan,-1
Olivia Rodrigo,happier,2021,dbscan,0
The Marías,Heavy,2021,dbscan,0
Doja Cat,Been Like This,2021,dbscan,0
Treaty Oak Revival,No Vacancy,2021,dbscan,0
Billie Eilish,Happier Than Ever,2021,dbscan,0
"Doja Cat, SZA",Kiss Me More (feat. SZA),2021,dbscan,0
"Jordan Davis, Luke Bryan",Buy Dirt,2021,dbscan,0
The Rare Occasions,Notion,2021,dbscan,0
PinkPantheress,Pain,2021,dbscan,0
"Drake, Travis Scott",Fair Trade (with Travis Scott),2021,dbscan,0
EKKSTACY,i walk this earth all by myself,2021,dbscan,-1
Noah Kahan,The View Between Villages,2022,dbscan,0
"Bad Bunny, Chencho Corleone",Me Porto Bonito,2022,dbscan,0
Brent Faiyaz,ALL MINE,2022,dbscan,0
"Bad Bunny, Rauw Alejandro",Party,2022,dbscan,0
"Øneheart, reidenshi",snowfall,2022,dbscan,-1
"Metro Boomin, Future, Chris Brown",Superhero (Heroes & Villains) [with Future & Chris Brown],2022,dbscan,0
The Red Clay Strays,Wondering Why,2022,dbscan,0
"Future, Drake, Tems",WAIT FOR U (feat. Drake & Tems),2022,dbscan,0
Omar Apollo,Evergreen (You Didn’t Deserve Me At All),2022,dbscan,0
Bad Bunny,Tití Me Preguntó,2022,dbscan,0
Harry Styles,As It Was,2022,dbscan,0
"Metro Boomin, Travis Scott, Young Thug",Trance (with Travis Scott & Young Thug),2022,dbscan,0
SZA,Kill Bill,2022,dbscan,0
SZA,Nobody Gets Me,2022,dbscan,0
Luke Combs,The Kind of Love We Make,2022,dbscan,0
Noah Kahan,Northern Attitude,2022,dbscan,0
Billie Eilish,TV,2022,dbscan,0
beabadoobee,the perfect pair,2022,dbscan,0
"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),2022,dbscan,0
Noah Kahan,All My Love,2022,dbscan,0
Lizzy McAlpine,ceilings,2022,dbscan,0
"ERNEST, Morgan Wallen",Flower Shops (feat. Morgan Wallen),2022,dbscan,0
"Metro Boomin, Don Toliver",Around Me (feat. Don Toliver),2022,dbscan,0
Djo,End of Beginning,2022,dbscan,0
Bad Bunny,Moscow Mule,2022,dbscan,0
Zach Bryan,Sun to Me,2022,dbscan,0
SZA,Snooze,2022,dbscan,0
Zach Bryan,Oklahoma Smokeshow,2022,dbscan,0
Jon Pardi,Mr. Saturday Night,2022,dbscan,0
Noah Kahan,Stick Season,2022,dbscan,0
"David Guetta, Bebe Rexha",I'm Good (Blue),2022,dbscan,0
