decade,decade_label,feature,variance,std,iqr,cv,mean,track_count
2010,2010s,danceability,0.02323576667448771,0.15243282676145486,0.20699999999999996,0.2567926334352308,0.5936028020831137,47429
2010,2010s,energy,0.04988819867580595,0.22335666248358466,0.32799999999999996,0.3346496859547728,0.6674342509730334,47429
2010,2010s,instrumentalness,0.05813637506235542,0.24111485865113214,0.00131,2.7312110178340396,0.08828129978852602,47429
2010,2010s,liveness,0.034207705365241446,0.18495325183743444,0.1764,0.8784084033987263,0.21055496637078577,47429
2010,2010s,loudness,13.797120886100894,3.7144475882829324,3.7120000000000006,-0.5167341801568817,-7.188314090535327,47429
2010,2010s,speechiness,0.008774767586808577,0.09367372943791966,0.0458,1.1632854798918972,0.08052514284509478,47429
2010,2010s,tempo,804.997084180096,28.372470533601685,39.763999999999996,0.231389392447616,122.61785310674904,47429
2010,2010s,valence,0.06392927819605591,0.25284239794001306,0.414,0.4737940896165723,0.533654605410192,47429
2015,2015s,acousticness,0.0826301622182764,0.28745462636436453,0.44345,1.003960674684445,0.2863206035980587,53779
2015,2015s,danceability,0.025903186811198894,0.16094467003041416,0.21799999999999997,0.258602132058497,0.622364049164172,53779
2015,2015s,energy,0.045698601968631375,0.21377231338185818,0.30099999999999993,0.32851691852649983,0.6507193429814612,53779
2015,2015s,instrumentalness,0.06190709293814746,0.24881136014689414,0.00104,2.7140246072080774,0.09167616221536286,53779
2015,2015s,liveness,0.030166141964997655,0.17368402910169276,0.15660000000000002,0.8624091557773971,0.20139399951653997,53779
2015,2015s,loudness,15.763634622534994,3.970344395960506,3.5645,-0.5382414160419057,-7.376512244556425,53779
2015,2015s,speechiness,0.011166968240123675,0.10567387681032468,0.07780000000000001,1.0535240104712649,0.10030514327153721,53779
2015,2015s,tempo,837.1662893483383,28.933826040610985,39.92150000000002,0.23802516849036098,121.55784291266107,53779
2015,2015s,valence,0.05996725211657374,0.24488211881755217,0.38599999999999995,0.495318701656625,0.49439304027594416,53779
2020,2020s,acousticness,0.06666591782839844,0.25819743962401803,0.3425,0.9584401876302069,0.2693933778616114,15825
2020,2020s,danceability,0.022420958629529884,0.1497362969674684,0.19600000000000006,0.23182604654129235,0.6458993680884676,15825
2020,2020s,energy,0.035454077218945404,0.18829253096962026,0.22799999999999998,0.29722369772053236,0.6335044359304898,15825
2020,2020s,instrumentalness,0.06852883389952268,0.2617801251041085,0.000607,2.628220476955773,0.09960356347551343,15825
2020,2020s,liveness,0.024663333822394922,0.1570456424813975,0.10599999999999998,0.846807924116426,0.18545603791469195,15825
2020,2020s,loudness,12.350445922939036,3.5143201224332192,3.5505000000000004,-0.4554173695900102,-7.716701990521328,15825
2020,2020s,speechiness,0.011006336307473998,0.10491108762887742,0.0812,1.0084002450011842,0.10403715007898895,15825
2020,2020s,tempo,706.0347194412676,26.571313844845303,36.01400000000001,0.2181528610865845,121.80135393364928,15825
2020,2020s,valence,0.049789494418060166,0.22313559648352874,0.318,0.4395957570852363,0.5075926982622433,15825
2025,2025s,acousticness,1.2352689066299737e-32,1.111426518772147e-16,0.0,4.410422693540268e-16,0.2519999999999999,462
2025,2025s,danceability,1.2352689066299737e-32,1.111426518772147e-16,0.0,1.9741145981743293e-16,0.5629999999999998,462
2025,2025s,energy,1.2352689066299737e-32,1.111426518772147e-16,0.0,1.8901811543744002e-16,0.5879999999999999,462
2025,2025s,instrumentalness,7.362776438176475e-40,2.713443649346062e-20,0.0,4.86280223897144e-16,5.5799999999999974e-05,462
2025,2025s,liveness,3.088172266574934e-33,5.557132593860736e-17,0.0,4.2747173798928753e-16,0.12999999999999995,462
2025,2025s,loudness,0.0,0.0,0.0,-0.0,-9.0655,462
2025,2025s,speechiness,4.825269166523335e-35,6.94641574232592e-18,0.0,1.6079666070198884e-16,0.04320000000000001,462
2025,2025s,tempo,2.023864576622549e-28,1.4226259440283483e-14,0.0,1.2092737723692426e-16,117.64300000000001,462
2025,2025s,valence,1.2352689066299737e-32,1.111426518772147e-16,0.0,2.0171080195501757e-16,0.5510000000000002,462
